system:index,AGENCY,ALARM_DATE,CAUSE,COMMENTS,CONT_DATE,C_METHOD,DtCrrnt,FID_joined,FIRE_NAME,FIRE_NUM,GISAcrs,GIS_ACRES,INC_NUM,OBJECTI,OBJECTIVE,REPORT_AC,STATE,Shape_Area,Shape_Leng,UNIT_ID,YEAR_,YEAR_num,histogram,source,.geo
00000000000000000066,CDF,1214031600000,1,Mendocino Lightning Complex,1216105200000,1,,0,COWSHED  LIGHTNING,,0.0,4465.68,004655,0,1,4466.0,CA,1.80719688091E7,24628.6494675,MEU,2008,2008,"{71=3702.325490196078, 21=513.5882352941178, 43=25.458823529411767, 42=15061.454901960764, 41=0.023529411764705882, 22=4.980392156862745, 11=22.0, 52=748.8588235294119}",,
00000000000000000067,CDF,1214031600000,1,Mendocino Lightning Complex,1214550000000,1,,0,WILLIAMS,,0.0,444.713,004682,0,1,445.0,CA,1799690.5813,5982.18372019,MEU,2008,2008,"{71=4.0, 42=1952.8313725490186, 41=3.180392156862745, 43=4.87843137254902, 21=30.7843137254902, 52=3.9725490196078432}",,
00000000000000000068,CDF,1215154800000,1,Mendocino Lightning Complex,1216105200000,1,,0,LOW GAP,,0.0,1347.43,005160,0,1,1347.0,CA,5452865.92385,13238.0965388,MEU,2008,2008,"{71=1692.7137254901957, 42=4003.580392156862, 41=5.0, 43=6.0, 21=303.49803921568616, 52=47.282352941176484}",,
00000000000000000069,CDF,1214636400000,1,Mendocino Lightning Complex,1215154800000,1,,0,HORSE,,0.0,576.286,005164,0,1,576.0,CA,2332145.09055,8384.56488538,MEU,2008,2008,"{71=96.54117647058825, 42=2285.580392156862, 41=100.92156862745098, 43=41.0, 21=19.882352941176467, 52=47.0}",,
0000000000000000006a,CDF,1214031600000,1,Mendocino Lightning Complex,1217574000000,1,,0,RED MOUNTAIN LIGHTNING,,0.0,7513.31,004695,0,1,7513.0,CA,3.04052704345E7,37692.2385299,MEU,2008,2008,"{71=16617.85098039215, 21=684.5529411764702, 43=213.26274509803918, 42=11733.039215686289, 22=14.580392156862745, 41=16.145098039215686, 52=4352.384313725493, 11=0.3686274509803922, 31=149.7450980392157}",,
0000000000000000006b,CDF,1213945200000,1,Mendocino Lightning Complex,1215846000000,1,,0,JACKS,,0.0,729.335,004608,0,1,729.0,CA,2951514.58088,8986.05056383,MEU,2008,2008,"{71=61.33725490196078, 90=13.039215686274511, 42=2959.847058823531, 41=64.0, 43=5.8, 21=124.43137254901963, 52=51.0}",,
0000000000000000006c,CDF,1214118000000,1,Mendocino Lightning Complex,1215846000000,1,,0,CLIFF RIDGE,,0.0,4657.56,004752,0,1,4658.0,CA,1.88484898216E7,23948.7721718,MEU,2008,2008,"{71=3267.945098039216, 21=598.0941176470592, 42=15189.184313725476, 41=27.19607843137255, 43=75.3686274509804, 11=10.0, 52=1774.2666666666667}",,
0000000000000000006d,CDF,1214031600000,1,Mendocino Lightning Complex,1214463600000,1,,0,NAVARRO,,0.0,1852.74,004657,0,1,1853.0,CA,7497773.82561,14364.62229,MEU,2008,2008,"{71=2142.7019607843145, 21=176.1254901960784, 42=5886.066666666666, 41=2.0, 43=1.0, 11=8.0, 52=114.40000000000003}",,
0000000000000000006e,CDF,1215154800000,1,Mendocino Lightning Complex,1215846000000,1,,0,JACK SMITH,,0.0,1537.73,005155,0,1,1538.0,CA,6222989.7551,14180.4644528,MEU,2008,2008,"{71=114.24705882352943, 21=57.325490196078434, 42=5226.580392156864, 41=59.423529411764704, 43=423.592156862745, 11=2.0, 52=1030.8666666666666}",,
0000000000000000006f,CDF,1215154800000,1,Mendocino Lightning Complex,1215846000000,1,,0,ORR SERIES,,0.0,3416.34,005165,0,1,3416.0,CA,1.38254327975E7,23524.405673,MEU,2008,2008,"{71=2235.901960784314, 41=39.85098039215686, 42=10950.54901960785, 43=227.9450980392157, 21=136.44705882352937, 52=1770.015686274511}",,
00000000000000000070,CDF,1214550000000,1,Mendocino Lightning Complex,1216105200000,1,,0,LITTLE JUAN CREEK (MRC),,0.0,326.703,004941,0,1,327.0,CA,1322118.59246,9053.77316894,MEU,2008,2008,"{71=41.0, 43=1.1450980392156862, 42=1274.5411764705887, 22=1.0, 21=122.6117647058824, 52=28.419607843137257}",,
00000000000000000071,CDF,1215154800000,1,Mendocino Lightning Complex,1215846000000,1,,0,JAMESON,,0.0,879.782,005152,0,1,880.0,CA,3560352.46956,10573.8797013,MEU,2008,2008,"{71=117.61568627450978, 42=1863.7450980392157, 41=825.2862745098039, 43=493.5803921568628, 52=655.3137254901961}",,
00000000000000000072,CDF,1215154800000,1,Mendocino Lightning Complex,1215154800000,1,,0,BUTCH,,0.0,2367.24,005132,0,1,2367.0,CA,9579869.19114,17096.5242104,MEU,2008,2008,"{71=7234.0313725490205, 21=374.8666666666667, 43=48.46274509803921, 42=431.10196078431375, 41=0.043137254901960784, 52=2419.537254901962, 11=133.54509803921567, 31=2.0}",,
00000000000000000073,CDF,1214031600000,1,Mendocino Lightning Complex,1215846000000,1,,0,SHAMROCK EAST,,0.0,481.002,004691,0,1,481.0,CA,1946545.01527,6892.38099335,MEU,2008,2008,"{71=0.08235294117647059, 42=734.6901960784315, 41=433.7019607843137, 43=393.78823529411756, 52=600.1999999999999}",,
00000000000000000074,CDF,1215241200000,1,Mendocino Lightning Complex,1215241200000,1,,0,TRAVIS 1,,0.0,1171.23,005227,0,1,1171.0,CA,4739804.8037,9615.8824036,MEU,2008,2008,"{71=1881.5137254901967, 42=2409.980392156862, 41=28.0, 43=57.345098039215685, 52=889.21568627451}",,
00000000000000000075,CDF,1214031600000,1,Mendocino Lightning Complex,1215586800000,1,,0,SUGARLOAF,,0.0,6927.82,004696,0,1,6928.0,CA,2.80358775276E7,28253.9985701,MEU,2008,2008,"{71=4781.352941176472, 21=771.4588235294118, 42=24581.050980392156, 41=3.0, 43=220.46666666666664, 11=6.0, 52=786.6431372549017}",,
00000000000000000076,CDF,1215154800000,1,Mendocino Lightning Complex,1215846000000,1,,0,BURGER CREEK,,0.0,451.642,005170,0,1,452.0,CA,1827728.78288,7548.62883703,MEU,2008,2008,"{71=31.219607843137258, 42=457.46274509803925, 41=198.05490196078432, 43=432.5372549019608, 21=53.73725490196078, 52=857.3725490196085}",,
00000000000000000077,CDF,1214031600000,1,Mendocino Lightning Complex,1214463600000,1,,0,BRUSHY 1,,0.0,391.316,004639,0,1,391.0,CA,1583600.89959,4964.02028252,MEU,2008,2008,"{71=104.10196078431373, 21=52.709803921568636, 43=172.29411764705884, 41=29.984313725490193, 42=78.99607843137255, 23=2.0, 22=9.615686274509804, 52=1291.3921568627447, 11=12.015686274509804, 31=6.211764705882353}",,
00000000000000000078,CDF,1215154800000,1,Mendocino Lightning Complex,1215154800000,1,,0,CASOOSE CREEK,,0.0,370.972,005139,0,1,371.0,CA,1501269.8596,4711.0784424,MEU,2008,2008,"{71=171.0, 42=894.8901960784314, 41=4.266666666666667, 43=67.67843137254903, 52=530.1137254901963}",,
00000000000000000079,CDF,1215154800000,1,Mendocino Lightning Complex,1215846000000,1,,0,1-21 PORK LIGHTNING,,0.0,403.079,005129,0,1,403.0,CA,1631204.39746,5851.25665743,MEU,2008,2008,"{42=1737.745098039217, 41=13.141176470588235, 43=10.898039215686277, 52=50.466666666666676}",,
0000000000000000007d,CDF,1214031600000,1,,1214204400000,1,,0,HWY 140,,0.0,1566.29,007972,0,1,0.0,CA,6338545.22973,29329.3764736,MMU,2008,2008,"{71=6920.611764705882, 11=8.243137254901962, 42=2.5999999999999996, 22=4.0, 21=52.29803921568627, 52=53.8156862745098}",,
00000000000000000081,CDF,1214031600000,1,,1214377200000,1,,0,TWENTY,,0.0,1355.44,013264,0,1,1355.0,CA,5485267.3558,12245.7534306,NEU,2008,2008,"{71=557.9607843137254, 90=17.0, 82=492.9529411764706, 22=1.0, 11=256.1372549019608, 95=25.0, 31=4744.454901960782}",,
00000000000000000082,CDF,1220252400000,7,,1220598000000,1,,0,GLADDING,,0.0,1089.86,018862,0,1,1090.0,CA,4410514.55649,20233.1871649,NEU,2008,2008,"{71=3559.6980392156825, 90=104.84313725490196, 21=280.26274509803915, 22=4.247058823529412, 41=7.658823529411765, 82=121.59607843137256, 81=354.00000000000006, 42=7.3960784313725485, 43=10.988235294117647, 95=44.26274509803922, 11=1.0, 52=403.55294117647054}",,
00000000000000000086,CDF,1214031600000,1,,1214290800000,1,,0,HUMMINGBIRD,,0.0,786.431,003094,0,1,794.0,CA,3182573.75263,11226.6185312,SCU,2008,2008,"{71=1048.3490196078428, 82=324.86274509803917, 21=242.94509803921565, 23=3.7098039215686276, 22=22.325490196078434, 43=1138.5764705882355, 11=5.0, 52=749.8431372549018}",,
00000000000000000089,CDF,1213081200000,7,,1213254000000,1,,0,LAGRANGE,,0.0,1334.33,005302,0,1,1346.0,CA,5399858.2812,15850.3017816,TCU,2008,2008,"{71=5832.109803921569, 21=91.8, 22=4.8313725490196076, 11=41.62745098039217, 52=28.784313725490197}",,
0000000000000000008c,CDF,1218697200000,7,Grass Fire,1218697200000,1,,0,ELK,72,0.0,588.974,000485,0,1,600.0,CA,2383494.74323,7357.02636242,TUU,2008,2008,"{21=8.862745098039214, 71=2639.011764705882}",,
0000000000000000008d,CDF,1218697200000,7,Grass Fire,1218697200000,1,,0,RODEO,73,0.0,463.082,000486,0,1,600.0,CA,1874026.7799,6545.67792581,TUU,2008,2008,"{71=2037.819607843137, 22=1.4392156862745098, 21=36.44313725490198, 52=6.184313725490196}",,
0000000000000000008e,CDF,1213081200000,2,CAL FIRE Team 2 activation,1213254000000,1,,0,OPHIR,,0.0,958.5,007021,0,1,1000.0,CA,3878911.36133,17890.5912294,BTU,2008,2008,"{71=3335.305882352941, 82=452.17647058823513, 23=0.9215686274509804, 81=17.0, 22=24.054901960784317, 21=472.4117647058823, 31=7.0}",,
000000000000000000d3,CDF,,7,,,1,,0,AVENAL,<Null>,0.0,945.332,009403,0,1,946.0,CA,3825624.72019,13207.6517667,FKU,2008,2008,"{82=0.49019607843137253, 71=4089.6352941176465, 22=1.0, 21=152.12549019607846, 52=7.0}",,
000000000000000000d4,CDF,,7,,,1,,0,GATOS,,0.0,330.683,005724,0,1,300.0,CA,1338228.28414,10537.2899619,FKU,2008,2008,"{71=1438.486274509803, 22=2.019607843137255, 21=27.341176470588234, 52=18.815686274509805}",,
000000000000000000d5,CDF,,11,,,1,,0,AVOCADO,,0.0,1175.2,00005639,0,1,1200.0,CA,4755850.53211,12326.8762346,FKU,2008,2008,"{42=13.474509803921567, 71=5183.886274509803, 52=86.46666666666667}",,
000000000000000000eb,CDF,1253689200000,14,,1254034800000,1,,0,CRAFTON,,0.0,348.142,010682,0,1,347.0,CA,1408879.22237,5841.0349172,BDU,2009,2009,"{71=384.50588235294117, 23=0.5411764705882353, 22=5.247058823529412, 21=20.090196078431372, 52=1154.6117647058823}",,
000000000000000000ec,CDF,1233820800000,18,,1233993600000,1,,0,FORT,,0.0,943.448,001287,0,1,945.0,CA,3817998.65836,19658.439711,BDU,2009,2009,"{71=237.30196078431376, 90=65.56470588235294, 81=15.0, 31=42.93725490196078, 95=3447.839215686276, 11=49.0, 52=383.91764705882343}",,
000000000000000000f1,CDF,1250060400000,14,,1251010800000,1,,0,LOCKHEED,007246,0.0,7783.06,009867,0,1,7817.0,CA,3.1496942083E7,34740.0991708,CZU,2009,2009,"{71=511.73725490196074, 90=21.0, 43=9608.894117647056, 42=22973.8705882353, 41=69.86274509803923, 22=7.0, 21=71.60392156862747, 52=1731.16862745098}",,
000000000000000000f2,CDF,1256454000000,14,,1256626800000,1,,0,LOMA,009867,0.0,669.397,007246,0,1,650.0,CA,2708952.57016,8495.10937959,CZU,2009,2009,"{71=31.094117647058823, 42=1559.862745098039, 43=574.7568627450983, 21=53.5764705882353, 52=790.0549019607845}",,
000000000000000000f9,CDF,1251356400000,2,,1251615600000,1,,0,DAY,,0.0,852.804,004366,0,1,853.0,CA,3451174.72831,10653.9417002,LMU,2009,2009,"{41=7.733333333333333, 42=2715.466666666666, 52=1110.9490196078427}",,
000000000000000000fc,CDF,1252306800000,4,,1252825200000,1,,0,OASIS,,0.0,1574.98,006597,0,1,1500.0,CA,6373726.23218,13321.6615786,LNU,2009,2009,"{71=648.6274509803925, 42=1110.870588235294, 43=797.172549019608, 11=5.749019607843137, 52=4519.00784313726}",,
00000000000000000101,CDF,1251615600000,7,"Fire started on LRA - Schedule A Contract, and burnt into SRA",1251702000000,1,,0,FORTY NINE,,0.0,343.338,018111,0,1,343.0,CA,1389440.04287,7342.96794446,NEU,2009,2009,"{71=250.321568627451, 24=110.97647058823527, 22=302.21176470588256, 42=94.94117647058825, 23=185.48235294117646, 41=137.93725490196078, 43=2.074509803921569, 21=75.10980392156861, 52=384.5098039215685}",,
00000000000000000102,CDF,1247641200000,9,"Fire in SRA, but on BOR (Fed) lands",1247727600000,1,,0,MAMMOTH,,0.0,642.646,014435,0,1,643.0,CA,2600694.37172,8304.51358873,NEU,2009,2009,"{71=1273.713725490196, 21=117.87843137254899, 22=11.447058823529412, 42=457.4941176470589, 23=1.9921568627450978, 41=3.937254901960784, 52=991.2588235294116, 11=17.423529411764708, 31=14.388235294117647}",,
0000000000000000010a,CDF,1245394800000,11,,1245394800000,1,,0,EXPLOSIVES,,0.0,1988.68,002565,0,1,2163.0,CA,8047906.16037,21122.5848431,SCU,2009,2009,"{71=8761.003921568625, 23=0.8588235294117647, 43=9.0, 22=2.776470588235294, 52=167.921568627451}",,
00000000000000000119,CDF,1245999600000,9,,1246172400000,1,,0,ROCK,,0.0,409.005,005820,0,1,200.0,CA,1655184.20187,8695.61418173,TCU,2009,2009,"{71=1724.5764705882348, 21=87.70588235294117, 22=2.568627450980392, 11=3.0, 52=20.88235294117647}",,
0000000000000000012b,CDF,1282633200000,14,,1282633200000,1,,0,INDIAN,,0.0,346.924,0006365,0,1,450.0,CA,1403953.36593,5103.81911962,LNU,2010,2010,"{71=14.537254901960786, 42=22.0, 22=6.176470588235294, 21=35.8235294117647, 52=1481.3215686274507}",,
00000000000000000130,CDF,1282287600000,14,,1282374000000,1,,0,BASELINE,,0.0,478.908,,0,1,434.0,CA,1938073.3311,9164.2611695,NEU,2010,2010,"{82=32.90588235294118, 71=2111.6235294117646, 22=2.9490196078431374, 21=5.615686274509803}",,
00000000000000000131,CDF,1286780400000,14,,1286780400000,1,,0,GRAND Incident,,0.0,493.321,00021786,0,1,500.0,CA,1996397.95554,11067.5794783,NEU,2010,2010,"{71=63.42745098039215, 24=25.313725490196077, 82=1303.53725490196, 23=95.65098039215685, 22=70.30196078431372, 21=339.87450980392146, 31=319.55294117647054}",,
00000000000000000132,CDF,1282892400000,14,"Some locations show a TNF/NEU #, USFS $540000",1283238000000,1,,0,BULLARDS Incident,3,0.0,1289.09,00001579,0,1,1307.0,CA,5216762.14428,15157.3994223,NEU,2010,2010,"{71=1.2666666666666666, 21=353.4313725490196, 43=240.83921568627443, 42=4785.913725490196, 23=6.337254901960784, 41=40.0, 22=15.894117647058824, 11=8.39607843137255, 52=343.5960784313726}",,
00000000000000000137,CDF,1274338800000,2,,1274511600000,1,,0,MCKINLEY,,0.0,1028.21,00044545,0,1,1000.0,CA,4161027.01823,14488.7011738,RRU,2010,2010,"{71=954.9529411764706, 81=21.188235294117646, 22=3.450980392156863, 21=26.16862745098039, 52=3617.015686274512}",,
00000000000000000138,CDF,1273647600000,2,BLM-CACDD008295,1273734000000,1,,0,PEDLEY,,0.0,717.224,00041963,0,1,850.0,CA,2902503.01402,14912.8655613,RRU,2010,2010,"{71=1296.3372549019614, 23=1.388235294117647, 21=80.27450980392156, 22=12.701960784313725, 52=1806.074509803922, 31=27.537254901960782}",,
000000000000000005c8,CDF,1275634800000,2,,1275634800000,1,,0,BALES,26,0.0,913.157,00000098,0,1,0.0,CA,3695416.7334,10668.9269859,TUU,2010,2010,"{21=35.47450980392157, 82=210.5333333333334, 71=3859.6235294117664}",,
000000000000000005c9,CDF,1282028400000,2,,1282114800000,1,,0,STOKES 2,65,0.0,895.264,00000320,0,1,879.0,CA,3623005.65896,11375.9005343,TUU,2010,2010,"{21=26.215686274509807, 71=3299.117647058821, 52=699.9843137254901}",,
00000000000000000080,LRA,1220252400000,14,,1220252400000,1,,0,MYRNA,,0.0,455.477,018885,0,1,456.0,CA,1843251.78768,12822.5596363,NEU,2008,2008,"{71=12.0, 90=75.47450980392156, 21=113.87058823529408, 82=1784.1843137254914, 81=2.0, 23=1.5803921568627453, 22=4.745098039215686, 95=48.490196078431374, 11=0.24705882352941178, 31=5.0}",,
00000000000000000083,LRA,1208070000000,5,,1208242800000,1,,0,DOS PALMAS,,0.0,456.414,033285,0,1,166.0,CA,1847043.0968,10117.6352666,RRU,2008,2008,"{71=30.015686274509804, 90=998.301960784314, 52=372.08627450980407, 95=603.6392156862745, 11=14.0, 31=34.0}",,
00000000000000000254,NPS,1247986800000,1,Objective No longer relevant,1255330800000,1,,0,HORSE,14,0.0,664.116,000014,0,2,664.0,CA,2687583.70622,9435.50110478,KNP,2009,2009,"{42=2900.419607843139, 52=75.00392156862748, 31=10.298039215686273}",,
00000000000000000255,NPS,1243148400000,14,,1243926000000,1,,0,LOST HORSE,1,0.0,450.756,000002,0,1,450.0,CA,1824143.53974,5655.01130599,JTP,2009,2009,"{71=94.92941176470588, 52=1931.6666666666663}",,
00000000000000000256,NPS,1249282800000,1,,1254294000000,1,,0,FAIRFIELD,003883,0.0,1662.09,003883,0,2,1664.0,CA,6726246.92887,14078.5733913,LNP,2009,2009,"{71=103.81960784313726, 41=4.0, 42=7112.9098039215705, 52=252.51764705882354}",,
00000000000000000258,NPS,1281250800000,1,,1288854000000,1,,0,VERNON,3213,0.0,964.405,00003231,0,2,965.0,CA,3902808.2514,19074.1713382,YNP,2010,2010,"{42=4041.7019607843167, 90=6.0, 52=288.2196078431372}",,
0000000000000000009b,USF,1210057200000,1,WILDLAND FIRE,1211785200000,1,,0,HONEY BEE,00000002,0.0,1390.24,00000002,0,2,80.0,CA,5626083.85539,17659.9471005,INF,2008,2008,"{42=807.7254901960782, 71=1772.0, 52=3670.745098039212}",,
0000000000000000009c,USF,1217746800000,1,,1223967600000,1,,0,SHERWIN,00000015,0.0,354.939,00000015,0,1,300.0,CA,1436388.92903,5774.53142485,INF,2008,2008,"{71=497.0549019607843, 42=959.8784313725495, 11=40.0, 52=98.76078431372548}",,
000000000000000000c1,USF,1213945200000,1,,1219647600000,1,,0,HALF,00000035,0.0,15130.1,,0,1,15118.0,CA,6.12295317283E7,50352.3916817,SRF,2008,2008,"{71=17648.94117647059, 90=21.0, 21=2849.858823529411, 43=307.9450980392157, 42=42364.06666666664, 41=126.88627450980394, 22=24.75686274509804, 52=4433.733333333332, 11=186.82745098039226, 95=10.384313725490195, 31=56.6156862745098}",,
000000000000000000c2,USF,1214031600000,1,,1215241200000,1,,0,BONANZA,00000059,0.0,1370.59,,0,1,1370.0,CA,5546579.19404,10619.6243717,SRF,2008,2008,"{71=1502.7921568627448, 42=3701.721568627452, 41=1.7137254901960786, 43=34.0, 21=240.45882352941183, 52=681.921568627451}",,
000000000000000000ce,USF,1214031600000,1,2008CAMMU008107,1216018800000,1,,0,OLIVER,00000014,0.0,2806.09,,0,1,2200.0,CA,1.13558250903E7,18675.947281,SNF,2008,2008,"{71=4084.9411764705883, 42=8301.058823529413, 43=77.08235294117647, 52=153.79607843137254}",,
000000000000000000cf,USF,1214031600000,1,,1214463600000,1,,0,SILVER KNOB,00000011,0.0,569.825,,0,1,600.0,CA,2306000.25646,6611.90528361,SNF,2008,2008,"{71=7.0, 42=2329.407843137255, 43=179.47450980392156, 52=46.0}",,
000000000000000000f4,USF,1247900400000,1,,1248418800000,1,,0,FORKS,000019,0.0,2811.13,000019,0,1,3268.0,CA,1.13762462841E7,22150.3987127,INF,2009,2009,"{71=776.7058823529413, 90=0.592156862745098, 43=0.10588235294117647, 23=1.0, 42=1282.8627450980389, 22=8.96078431372549, 21=120.45882352941176, 52=10448.682352941174}",,
0000000000000000011c,USF,1280386800000,9,Final polygon,1280646000000,1,,0,BRIGGS,003201,0.0,692.801,003201,0,1,692.0,CA,2803664.49544,9106.4174223,ANF,2010,2010,"{71=145.84705882352944, 23=9.0, 22=47.772549019607844, 90=12.529411764705882, 21=94.88627450980391, 52=2804.835294117648}",,
00000000000000000135,USF,1280559600000,7,,1282114800000,1,,0,BAR,700,0.0,1039.37,0700,0,1,1040.0,CA,4206196.1817,10722.9285618,PNF,2010,2010,"{71=33.91372549019608, 42=2297.478431372549, 23=0.5529411764705883, 41=3.0, 22=5.309803921568627, 21=10.772549019607844, 52=2322.01568627451}",,
000000000000000005c7,USF,1281250800000,1,Both suppression and resource benefit,1281337200000,1,,0,PINECREST,00000011,0.0,906.677,00002269,0,0,844.0,CA,3669189.73873,15164.5584912,STF,2010,2010,"{42=2935.9098039215687, 90=13.0, 95=5.0, 52=1122.2549019607839}",,
00000000000000000120,BLM,1279954800000,1,,1280300400000,2,,0,POTATO,FM11,0.0,631.72,02010903,0,1,686.0,CA,2556480.47724,6751.90983804,BBD,2010,2010,"{42=41.090196078431376, 71=1109.2823529411764, 52=1689.807843137255}",,
00000000000000000122,BLM,1279436400000,1,,1280041200000,2,,0,INDIAN,FL2L,0.0,1502.2,00011175,0,1,1822.0,CA,6079167.89672,10474.5010565,CDD,2010,2010,"{42=23.04705882352941, 52=6731.0431372548965}",,
00000000000000000123,BLM,1279263600000,1,,1279609200000,2,,0,SAND 2,FLR2,0.0,910.118,00011051,0,1,1255.0,CA,3683117.50326,12639.3208076,CDD,2010,2010,{52=4092.101960784313},,
